editor_id,full_name,base_damage,secondary_damage,capacity,ammo_per_shot,attack_delay_seconds,weight,value,has_object_template
"zzz_Debug_Legendary3_10mm_Medic","Chatarra",0,0.000000,12,1,0.233300,200.000000,0,False
"zzz10mm_Legendary_Knockback","",18,6.000000,12,1,0.233300,3.000000,45,False
"zzz_Test_BalanceLaserGun_Dmg20","Láser",0,6.000000,30,1,0.200000,4.000000,60,False
"zzz_Test_BalanceLaserGun_Dmg20Noscaledrop","Láser",0,6.000000,30,1,0.200000,3.000000,60,False
"zzz_Test_BalanceLaserGun_Dmg20Nofactor","Láser",0,6.000000,30,1,0.200000,4.000000,60,False
"crTurretASAMMissileLauncherLeft","Lanzamisiles de la torreta",0,3.000000,0,1,1.500000,20.000000,300,False
"crScorchbeastQueenSonicAttack","Ataque sónico de bestia calcinada",0,0.000000,0,1,11.000000,0.000000,0,False
"crScorchbeastQueenStrafeAttack","Bombardeo de bestia calcinada",0,0.000000,0,1,10.000000,0.000000,0,False
"zzz_Debug_Legendary2_ChineseOfficerSword_ReflectMelee","Chatarra",0,0.000000,0,1,0.000000,200.000000,0,False
"zzz_MTNL01_PumpActionShotgun_Fancy","Escopeta de corredera sofisticada",50,15.000000,8,1,0.500000,7.000000,100,False
"MTNL01_SingleActionRevolver_Fancy","Revólver de acción simple elegante",48,18.000000,6,1,0.150000,4.000000,95,False
"MTR05_10mm_ScorchedTrainer","Pistola de entrenamiento anticalcinados",18,16.000000,12,1,0.230000,3.000000,45,False
"PulseGrenadeStrike","Baliza de ataque orbital de misiles",0,3.000000,0,1,0.000000,0.500000,50,False
"zzz_TestAudio_MG42_FastAuto","Ametralladora ligera rápida",32,6.000000,75,1,0.250000,8.000000,0,False
"zzz_TestAudio_10mm_FastAuto","Ametralladora rápida de 10 mm",18,6.000000,12,1,0.233300,3.000000,0,False
"zzz_TestAudio_PipeGun","Arma de tubo",13,6.000000,12,1,0.166700,2.000000,0,False
"zzz_TestAudio_10mm_SlowAuto","10 mm lenta",18,6.000000,12,1,0.233300,3.000000,0,False
"zzz_TestAudio_AssaultRifle_FastAuto_Supp","Rifle de asalto rápido",30,6.000000,20,1,0.250000,8.000000,0,False
"zzz_TestAudio_CombatRifle_Auto","Rifle de combate",33,4.000000,20,1,0.300000,7.000000,0,False
"zzz_TestAudio_AssaultRifle_Auto_Supp","Rifle de asalto",30,6.000000,20,1,0.250000,8.000000,0,False
"zzz_TestAudio_CombatRifle_FastAuto_38_Supp","Rifle de combate rápido",33,4.000000,20,1,0.300000,7.000000,0,False
"zzz_TestAudio_SubmachineGun_SlowAuto_Supp","Subfusil lento",13,6.000000,50,1,0.150000,7.000000,0,False
"zzz_TestAudio_10mm_Auto_Supp","10 mm",18,6.000000,12,1,0.233300,3.000000,0,False
"zzz_TestAudio_CombatRifle_Auto_38_Supp","Rifle de combate",33,4.000000,20,1,0.300000,7.000000,0,False
"zzz_TestAudio_10mm_Auto","10 mm",18,6.000000,12,1,0.233300,3.000000,0,False
"zzz_TestAudio_AssaultRifle_Auto","Rifle de asalto",30,6.000000,20,1,0.250000,8.000000,0,False
"zzz_TestAudio_PipeBoltAction_38","Tubo de cerrojo",34,6.000000,6,1,0.150000,3.000000,0,False
"zzz_TestAudio_CombatRifle_SlowAuto_38","Rifle de combate lento",33,4.000000,20,1,0.300000,7.000000,0,False
"zzz_TestAudio_AssaultRifle","Rifle de asalto",30,6.000000,20,1,0.250000,8.000000,0,False
"zzz_TestAudio_10mm_SlowAuto_Supp","10 mm lenta",18,6.000000,12,1,0.233300,3.000000,0,False
"zzz_TestAudio_MG42","Ametralladora ligera",32,6.000000,75,1,0.250000,8.000000,0,False
"zzz_TestAudio_50CalMachineGun","Ametralladora del calibre 50",8,6.000000,250,1,0.000000,18.000000,0,False
"zzz_TestAudio_CombatShotgun_Supp","Escopeta de combate",50,4.000000,8,1,0.500000,7.000000,0,False
"zzz_TestAudio_SubmachineGun_FastAuto_Supp","Subfusil rápido",13,6.000000,50,1,0.150000,7.000000,0,False
"zzz_TestAudio_PipeGun_SlowAuto_Supp","Arma de tubo lenta",13,6.000000,12,1,0.166700,2.000000,0,False
"zzz_TestAudio_10mmSMG_SlowAuto","Subfusil lento de 10 mm",7,6.000000,30,1,0.233300,3.000000,0,False
"zzz_TestAudio_PipeGun_Supp","Arma de tubo",13,6.000000,12,1,0.166700,2.000000,0,False
"zzz_TestAudio_CombatRifle_SlowAuto_Supp","Rifle de combate lento",33,4.000000,20,1,0.300000,7.000000,0,False
"zzz_TestAudio_CombatShotgun_Auto_Supp","Escopeta de combate",50,4.000000,8,1,0.500000,7.000000,0,False
"zzz_TestAudio_AssaultRifle_SlowAuto_Supp","Rifle de asalto lento",30,6.000000,20,1,0.250000,8.000000,0,False
"zzz_TestAudio_CombatRifle_Auto_38","Rifle de combate",33,4.000000,20,1,0.300000,7.000000,0,False
"zzz_TestAudio_PumpActionShotgun","Escopeta de corredera",50,4.000000,8,1,0.500000,7.000000,0,False
"zzz_TestAudio_CombatShotgun_SlowAuto_Supp","Escopeta de combate lenta",50,4.000000,8,1,0.500000,7.000000,0,False
"zzz_TestAudio_CombatRifle_38","Rifle de combate",33,4.000000,20,1,0.300000,7.000000,0,False
"zzz_TestAudio_AssaultRifle_FastAuto","Rifle de asalto rápido",30,6.000000,20,1,0.250000,8.000000,0,False
"zzz_TestAudio_CombatRifle_38_Supp","Rifle de combate",33,4.000000,20,1,0.300000,7.000000,0,False
"zzz_TestAudio_SubmachineGun","Subfusil",13,6.000000,50,1,0.150000,7.000000,0,False
"zzz_TestAudio_CombatRifle_Auto_Supp","Rifle de combate",33,4.000000,20,1,0.300000,7.000000,0,False
"zzz_TestAudio_SubmachineGun_SlowAuto","Subfusil lento",13,6.000000,50,1,0.150000,7.000000,0,False
"zzz_TestAudio_SubmachineGun_Supp","Subfusil",13,6.000000,50,1,0.150000,7.000000,0,False
"zzz_TestAudio_CombatRifle","Rifle de combate",33,4.000000,20,1,0.300000,7.000000,0,False
"zzz_TestAudio_CombatShotgun_Auto","Escopeta de combate",50,4.000000,8,1,0.500000,7.000000,0,False
"zzz_TestAudio_CombatShotgun_SlowAuto","Escopeta de combate lenta",50,4.000000,8,1,0.500000,7.000000,0,False
"zzz_TestAudio_PipeBoltAction_Supp","Tubo de cerrojo",34,6.000000,6,1,0.150000,3.000000,0,False
"zzz_TestAudio_DoubleBarrelShotgun","Escopeta de doble cañón",67,6.000000,2,1,0.275000,6.000000,0,False
"zzz_TestAudio_CombatRifle_FastAuto_Supp","Rifle de combate rápido",33,4.000000,20,1,0.300000,7.000000,0,False
"zzz_TestAudio_PipeGun_SlowAuto","Arma de tubo lenta",13,6.000000,12,1,0.166700,2.000000,0,False
"zzz_TestAudio_10mm_FastAuto_Supp","Ametralladora rápida de 10 mm",18,6.000000,12,1,0.233300,3.000000,0,False
"zzz_TestAudio_CombatShotgun","Escopeta de combate",50,4.000000,8,1,0.500000,7.000000,0,False
"zzz_TestAudio_PipeGun_FastAuto","Arma de tubo rápida",13,6.000000,12,1,0.166700,2.000000,0,False
"zzz_TestAudio_50CalMachineGun_FastAuto","Ametralladora del calibre .50 rápida",8,6.000000,250,1,0.000000,18.000000,0,False
"zzz_TestAudio_CombatShotgun_FastAuto_Supp","Escopeta de combate rápida",50,4.000000,8,1,0.500000,7.000000,0,False
"zzz_TestAudio_AssaultRifle_SlowAuto","Rifle de asalto lento",30,6.000000,20,1,0.250000,8.000000,0,False
"zzz_TestAudio_AssaultRifle_Supp","Rifle de asalto",30,6.000000,20,1,0.250000,8.000000,0,False
"zzz_TestAudio_10mmSMG","Subfusil de 10 mm",7,6.000000,30,1,0.233300,3.000000,0,False
"zzz_TestAudio_10mm_Supp","10 mm",18,6.000000,12,1,0.233300,3.000000,0,False
"zzz_TestAudio_SubmachineGun_FastAuto","Subfusil rápido",13,6.000000,50,1,0.150000,7.000000,0,False
"zzz_TestAudio_CombatRifle_FastAuto","Rifle de combate rápido",33,4.000000,20,1,0.300000,7.000000,0,False
"zzz_TestAudio_CombatRifle_Supp","Rifle de combate",33,4.000000,20,1,0.300000,7.000000,0,False
"zzz_TestAudio_10mm","10 mm",18,6.000000,12,1,0.233300,3.000000,0,False
"zzz_TestAudio_PipeGun_Auto_Supp","Arma de tubo",13,6.000000,12,1,0.166700,2.000000,0,False
"zzz_TestAudio_DoubleBarrelShotgun_Faster","Escopeta de doble cañón más rápida",67,6.000000,2,1,0.275000,6.000000,0,False
"zzz_TestAudio_CombatShotgun_fastAuto","Escopeta de combate rápida",50,4.000000,8,1,0.500000,7.000000,0,False
"zzz_TestAudio_PipeGun_Auto","Arma de tubo",13,6.000000,12,1,0.166700,2.000000,0,False
"zzz_TestAudio_PipeBoltAction","Tubo de cerrojo",34,6.000000,6,1,0.150000,3.000000,0,False
"zzz_TestAudio_MG42_SlowAuto","Ametralladora ligera lenta",32,6.000000,75,1,0.250000,8.000000,0,False
"zzz_TestAudio_CombatRifle_FastAuto_38","Rifle de combate rápido",33,4.000000,20,1,0.300000,7.000000,0,False
"zzz_TestAudio_CombatRifle_SlowAuto","Rifle de combate lento",33,4.000000,20,1,0.300000,7.000000,0,False
"zzz_TestAudio_PipeGun_FastAuto_Supp","Arma de tubo rápida",13,6.000000,12,1,0.166700,2.000000,0,False
"zzz_TestAudio_PipeBoltAction_38_Supp","Tubo de cerrojo",34,6.000000,6,1,0.150000,3.000000,0,False
"zzz_TestAudio_DoubleBarrelShotgun_Fastest","Escopeta de doble cañón aún más rápida",67,6.000000,2,1,0.275000,6.000000,0,False
"zzz_TestAudio_CombatRifle_SlowAuto_38_Supp","Rifle de combate lento",33,4.000000,20,1,0.300000,7.000000,0,False
"zzz_TestAudio_10mmSMG_FastAuto","Subfusil rápido de 10 mm",7,6.000000,30,1,0.233300,3.000000,0,False
"zzz_TestAudio_50CalMachineGun_SlowAuto","Ametralladora del calibre .50 lenta",8,6.000000,250,1,0.000000,18.000000,0,False
"zzz_TestAudio_PumpActionShotgun_Supp","Escopeta de corredera",50,4.000000,8,1,0.500000,7.000000,0,False
"crWendigoScreamAttack","Ataque de grito de wendigo",0,0.000000,0,1,15.000000,3.000000,0,False
"HuntingRifle","Rifle de caza",20,21.000000,5,1,0.150000,6.000000,40,False
"crWeapBloatfly","Escupitajo de larva",1,0.000000,0,1,2.000000,3.000000,0,False
"MissileLauncher","Lanzamisiles",5,40.000000,1,1,1.200000,20.000000,100,False
"zzz_LaserMusket","Mosquete láser",0,15.000000,2,1,0.000000,8.000000,50,False
"crUnarmedDefault","",0,10.000000,0,1,0.000000,0.000000,0,False
"10mm","10 mm",18,16.000000,12,1,0.230000,3.000000,40,False
"AssaultRifle","Rifle de asalto",30,23.000000,20,1,0.300000,8.000000,105,False
"Minigun","Ametralladora",8,35.000000,500,1,0.000000,18.000000,150,False
"crBloodbugSpitWeapon","Rociada de sangre de chupasangre",1,0.000000,0,1,0.000000,25.000000,0,False
"PipeGun","Tubo",13,17.000000,12,1,0.170000,4.000000,25,False
"Machete","Machete",14,10.000000,0,1,0.000000,2.000000,25,False
"GasTrapDummy","Trampa de gas falsa",0,0.000000,0,1,0.000000,0.000000,0,False
"zzz_10mm_Legendary5","",18,6.000000,12,1,0.230000,200.000000,45,False
"crWorkshopTurretLaserGun01","Arma láser de torreta",0,8.000000,8,1,1.000000,25.000000,0,False
"crWorkshopTurretMachineGun01","Ametralladora de torreta",10,8.000000,0,1,0.000000,25.000000,0,False
"crWorkshopTurretMachineGun02","Ametralladora de torreta",1,8.000000,0,1,0.000000,25.000000,0,False
"crWorkshopTurretLaserGun02","Arma láser de torreta",0,8.000000,0,1,1.000000,25.000000,0,False
"crWorkshopTurretMountedMilitary","Arma para torreta",0,8.000000,0,1,0.000000,25.000000,0,False
"crWorkshopTurretLaserGun_Heavy","Torreta con arma láser pesada",0,8.000000,12,1,1.000000,25.000000,0,False
"crWorkshopTurretMachineGun_Heavy","Torreta ametralladora pesada",20,8.000000,0,1,0.000000,25.000000,0,False
"zzz_Debug_Legendary1_44_Medic","Chatarra",0,0.000000,6,1,0.150000,200.000000,0,False
"CamdenWhackerWeapon","Podadora de Camden",10,0.000000,0,1,0.000000,2.000000,25,False
"zzz_Debug_Legendary2_10mm_Explosive","Chatarra",0,0.000000,12,1,0.233300,200.000000,0,False
"WeaponDecalScorched","Calcinado (pegatina para arma)",0,0.000000,0,1,0.000000,0.000000,0,False
"MTNS05_PipeSyringer_Vox","Inyector de Vox",1,19.000000,1,1,0.150000,4.000000,75,False
"zzz_Debug_Legendary4_10mm_CritFrenzy","Chatarra",0,0.000000,12,1,0.233300,200.000000,0,False
"zzz_TestThrowingCaltropWeaponMulti","Abrojos múltiples",3,3.000000,0,1,0.000000,0.500000,25,False
"zzz_10mm_Epic","QA_10mm_Epic",18,10.000000,12,1,0.233300,3.000000,40,False
"ATX_Sten","El caballero negro",20,15.000000,5,1,0.150000,6.000000,40,False
"zzz_Debug_Legendary1_ChineseOfficerSword_Bloodied","Chatarra",0,0.000000,0,1,0.000000,200.000000,0,False
"zzz_Debug_Legendary1_Minigun_AmmoCapacity2x","Chatarra",0,0.000000,500,1,0.000000,200.000000,0,False
"zzz_Debug_Legendary1_10mm_AmmoCapacity4x","Chatarra",0,0.000000,12,1,0.233300,200.000000,0,False
"zzz_Debug_Legendary1_CombatShotgun_DmgVsScorched","Chatarra",0,0.000000,8,1,0.500000,200.000000,0,False
"zzz_Debug_Legendary1_10mmSMG_DebuffDmg","Chatarra",0,0.000000,30,1,0.233300,200.000000,0,False
"zzz_Debug_Legendary1_Cryolator_DmgConsecutiveHits","Chatarra",0,0.000000,25,1,0.100000,200.000000,0,False
"zzz_Debug_Legendary1_HuntingRifle_DebuffDmg","Chatarra",0,0.000000,5,1,0.150000,200.000000,0,False
"zzz_Debug_Legendary1_GatlingPlasma_AntiArmor","Chatarra",0,0.000000,500,1,0.150000,200.000000,0,False
"zzz_Debug_Legendary1_AssaultRifle_AntiArmor","Chatarra",0,0.000000,20,1,0.250000,200.000000,0,False
"zzz_Debug_Legendary2_10mmAuto_Bloodied","Chatarra",0,0.000000,12,1,0.233300,200.000000,0,False
"zzz_Debug_Legendary1_10mm_Medic","Chatarra",0,0.000000,12,1,0.233300,200.000000,0,False
"zzz_Debug_Legendary3_10mmSMG_DmgConsecutiveHits","Chatarra",0,0.000000,30,1,0.233300,200.000000,0,False
"Debug_balance_10mm","10 mm equilibrada",18,6.000000,12,1,0.230000,3.000000,45,False
"debug_balance_HandMadeGun","Rifle artesanal equilibrado",32,15.000000,20,1,0.250000,8.000000,90,False
"zzz_Legendary1_10mm_AmmoCapacity4xCOPY0000","10 mm legendaria",18,6.000000,12,1,0.233300,3.000000,45,False
"debug_balance_AssaultRifle","Rifle de asalto equilibrado",30,15.000000,20,1,0.300000,8.000000,150,False
"MTNM01_BaitMine_Grenade","Cebo explosivo",1,3.000000,0,1,0.000000,1.000000,10,False
"zzz_Debug_Legendary1_GatlingPlasma_AntiScorched","Chatarra",0,0.000000,500,1,0.150000,200.000000,0,False
"zzz_Debug_Legendary1_CombatRifle_Sniper_AntiArmor","Chatarra",0,0.000000,20,1,0.300000,200.000000,0,False
"zzz_Debug_Legendary4_10mm_Bleed","Chatarra",0,0.000000,12,1,0.233300,200.000000,0,False
"zzz_Debug_Legendary4_CombatShotgun_Executioners","Chatarra",0,0.000000,8,1,0.500000,200.000000,0,False
"zzzATX_Fatman_VaultTec","Fat Man de Vault-Tec",5,15.000000,1,1,0.000000,20.000000,300,False
"zzzATX_Flamer_VaultTec","Lanzallamas de Vault-Tec",0,15.000000,100,1,0.150000,15.000000,150,False
"zzz_ATX_WalkingCane_CandyCane","Bastón de caramelo",10,0.000000,0,1,0.000000,2.000000,10,False
"ATX_CroquetMallet","Mazo de cróquet",10,0.000000,0,1,0.000000,2.000000,10,False
"zzz_Debug_Legendary3_10mm_DmgConsecutiveHits","Chatarra",0,0.000000,12,1,0.233300,200.000000,0,False
"ATX_CroquetMallet_Red","Mazo de cróquet",10,0.000000,0,1,0.000000,2.000000,10,False
"zzz_Debug_Legendary3_10mm_DmgConsecutiveHitsDUPLICATE000","Chatarra",0,0.000000,12,1,0.233300,200.000000,0,False
"ZZZ_ATX_Pickaxe_Modern","Pico moderno",23,10.000000,0,1,0.000000,2.500000,40,False
"crUnarmedSheepsquatch","Sheepsquatch desarmado",1,0.000000,0,1,0.000000,0.000000,0,False
"crSheepsquatchRangedQuill","",50,0.000000,0,1,7.000000,3.000000,0,False
"zzz_Camera_P01C_Bucket","Cámara del turista",0,6.000000,30,1,10.000000,2.000000,5,False
"SheepSquatchClub","Vara de Sheepsquatch",11,15.000000,0,1,0.000000,3.000000,15,False
"SheepsquatchStaff","Bastón de Sheepsquatch",23,15.000000,0,1,0.000000,12.000000,40,False
"ShepherdsCrook","Cayado de pastor",10,10.000000,0,1,0.000000,2.000000,45,False
"CUT_P01E_Heart_PerfumeGrenade_NONPLAYABLE","Perfume caro",0,3.000000,0,1,0.000000,0.500000,15,False
"CUT_P01E_Heart_Bouquet_NONPLAYABLE","Bonito ramo floral",14,10.000000,0,1,0.000000,2.000000,25,False
"zzz_RE_SceneCMB01_SmokeGrenade","Granada de humo",0,3.000000,0,1,0.000000,0.500000,15,False
"SheepsquatchShard","Fragmento de Sheepsquatch",75,3.000000,0,1,0.000000,0.150000,15,False
"DEPRECATED_ATX_DeathTambo_JingleBell","Cascabel de pandereta de la muerte",10,10.000000,0,1,0.000000,0.500000,60,False
"SmokeGrenade","Granada de humo",0,3.000000,0,1,0.000000,0.500000,15,False
"CombatRifle_Fixer","El arreglador",33,18.000000,20,1,0.280000,5.000000,130,False
"Camera_SnapMatic","Cámara ProSnap Deluxe",1,6.000000,6,1,0.600000,0.100000,5,False
"BearArm","Brazo de oso",25,0.000000,0,1,0.000000,10.000000,75,False
"crHandyPincherLeftFlute","Pinza",20,0.000000,0,1,0.000000,0.000000,0,False
"crHandyPincherRightViolin","PinzaViolín",20,0.000000,0,1,0.000000,0.000000,0,False
"crHandyPincherMiddleTrumpet","PinzaTrompeta",20,0.000000,0,1,0.000000,0.000000,0,False
"DEPRECATED_P01B_Burrows_AssaultronBlade","La destripadora",17,10.000000,0,1,0.000000,1.000000,70,False
"zzzSheepsquatch_2h_Base","",0,0.000000,0,1,0.000000,0.000000,0,False
"zzzSheepsquatch_1h_Base","",0,0.000000,0,1,0.000000,0.000000,0,False
"P01B_Mini_Robot01_Binoculars","Pearly Peepers",0,6.000000,30,1,10.000000,1.000000,100,False
"D01C_BugGrenade","Granada de bichos",0,3.000000,0,1,0.000000,0.500000,25,False
"zzz_COMP_10mm_NonPlayable","10 mm",18,10.000000,12,1,0.233300,3.000000,40,False
"zzz_ATX_WhiffleBat","",0,0.000000,0,1,0.000000,0.000000,0,False
"Survival_M79_CrushingBlow","Golpe aplastante",3,20.000000,1,1,1.000000,6.000000,30,False
"Survival_50CalMachineGun_TheActionHero","El héroe de acción",8,36.000000,250,1,0.000000,18.000000,175,False
"Survival_Switchblade_TheQuickFix","El arreglo rápido",8,0.000000,0,1,0.000000,1.000000,20,False
"Survival_LeverGun_SoleSurvivor","Superviviente solitario",35,21.000000,5,1,0.500000,6.000000,135,False
"Survival_44_MedicalMalpractice","Negligencia médica",48,17.000000,6,1,0.150000,4.000000,40,False
"Survival_Fatman_TheGuarantee","La garantía",5,41.000000,1,1,1.000000,20.000000,300,False
"zzz_Minigun","Ametralladora",1,15.000000,0,1,0.000000,18.000000,150,False
"zzz_GatlingPlasma","Ametralladora de plasma",1,15.000000,0,1,0.150000,18.000000,250,False
"zzz_AutoGrenadeLauncher","Lanzagranadas automático",1,15.000000,0,1,0.150000,18.000000,225,False
"zzz_Flamer","Lanzallamas",1,15.000000,0,1,0.150000,15.000000,150,False
"zzz_HarpoonGun","Arma arpón",1,15.000000,1,1,1.000000,16.000000,120,False
"zzzVault79ClimbingKnife","",9,10.000000,0,1,0.000000,1.000000,25,False
"W05_MQ_003P_Muscle_PollyAssaultronHead","Cabeza de Asaltrón de Polly",0,24.000000,5,1,0.150000,8.000000,115,False
"ATX_AssaultronHeadCharging_Imposter","Cabeza de Asaltrón impostor",0,24.000000,5,1,0.150000,8.000000,115,False
"zzzLaserGun_Babylon","Objeto no válido",0,15.000000,30,1,0.250000,3.000000,60,False
"zzzCombatShotgun_Babylon","Objeto no válido",0,15.000000,8,1,0.500000,7.000000,125,False
"zzzPipeGun_Babylon","Objeto no válido",0,10.000000,12,1,0.166700,4.000000,25,False
"zzzBonehammer_Babylon","Objeto no válido",0,10.000000,0,1,0.000000,12.000000,45,False
"zzzSickle_Babylon","Objeto no válido",0,0.000000,0,1,0.000000,3.000000,15,False
"zzzDLC01_AssaultronBlade_Babylon","Objeto no válido",0,10.000000,0,1,0.000000,3.000000,70,False
"LC096_LvlScorchedGrenadeLauncher_M79","Lanzagranadas M79",3,15.000000,1,1,1.000000,6.000000,30,False
"Survival_LightningGun_NightLight","Luz nocturna",0,23.000000,15,1,0.500000,8.000000,180,False
"Survival_PipeWrench_MechanicsBestFriend","El mejor amigo de un mecánico",13,10.000000,0,1,0.000000,2.000000,30,False
"Survival_LaserGun_AcceptableOverkill","Exceso de destrucción aceptable",0,17.000000,20,1,0.250000,3.000000,60,False
"Survival_DeathclawGauntlet_UnstoppableMonster","Monstruo imparable",25,0.000000,0,1,0.000000,10.000000,85,False
"Survival_Baton_DisorderlyConduct","Alteración del orden público",11,0.000000,0,1,0.000000,2.000000,15,False
"Survival_AssaultRifle_WhistleInTheDark","Silbido en la oscuridad",30,23.000000,20,1,0.300000,8.000000,105,False
"Survival_DoubleBarrelShotgun_SaltOfTheEarth","La sal de la tierra",67,21.000000,2,1,0.400000,6.000000,100,False
"Survival_RevolutionarySword_CommandersCharge","Carga del comandante",16,10.000000,0,1,0.000000,3.000000,50,False
"Survival_GatlingGun_ResoluteVeteran","Veterano decidido",8,36.000000,250,1,1.150000,18.000000,175,False
"Survival_HarpoonGun_Kingfisher","Rey Pescador",150,33.000000,1,1,1.000000,12.000000,120,False
"crUnarmedWendigoColossus","Coloso wendigo desarmado",0,0.000000,0,1,0.000000,0.000000,0,False
"Camera_Disposable","Cámara de reconocimiento",1,6.000000,6,1,0.600000,0.100000,0,False
"GaussPistol","Pistola Gauss",48,17.000000,18,2,0.150000,4.000000,85,False
"DoubleBarrelShotgun_WL005","",67,15.000000,2,1,0.275000,6.000000,100,False
"IncendiaryGrenade","Granada incendiaria",0,3.000000,0,1,0.000000,0.500000,15,False
"RemoteGrenade","Granada con detonación remota",0,3.000000,0,1,0.000000,0.500000,15,False
"PlasmaBundleGrenade","Lote de granadas de plasma",0,3.000000,0,1,0.000000,0.500000,30,False
"V96_1_WeapSuppressionGrenade_I","Granada supresora I del Refugio 96",0,3.000000,0,1,0.000000,0.500000,0,False
"V96_1_WeapSuppressionMine_II","Mina supresora II del Refugio 96",0,3.000000,0,1,0.000000,0.500000,0,False
"V96_1_WeapSuppressionMine_III","Mina supresora III del Refugio 96",0,3.000000,0,1,0.000000,0.500000,0,False
"V96_1_WeapSuppressionGrenade_II","Granada supresora II del Refugio 96",0,3.000000,0,1,0.000000,0.500000,0,False
"V96_1_WeapSuppressionMine_I","Mina supresora I del Refugio 96",0,3.000000,0,1,0.000000,0.500000,0,False
"V96_1_WeapSuppressionGrenade_III","Granada supresora III del Refugio 96",0,3.000000,0,1,0.000000,0.500000,0,False
"V96_1_SuppressionPipeSyringer","Inyector",1,19.000000,1,1,0.150000,4.000000,0,False
"ZZZ_Grahams_MeatTenderizer_Cayanne","Cayena ablandadora de carne de Grahm",40,15.000000,0,1,0.000000,20.000000,70,False
"ZZZ_Grahams_MeatTenderizer","Ablandador de carne de Grahm",40,15.000000,0,1,0.000000,20.000000,70,False
"ZZZ_Grahams_MeatTenderizer_Pepper","Pimienta ablandadora de carne de Grahm",40,15.000000,0,1,0.000000,20.000000,70,False
"MeatTenderizer","Ablandador",40,15.000000,0,1,0.000000,20.000000,70,False
"MeatCleaver","Cuchillo de carnicero",75,3.000000,0,1,0.000000,0.200000,1,False
"ATX_Firework_Mine_Blue","Mina de fuegos artificiales azules",0,0.000000,0,1,0.000000,0.100000,0,False
"ATX_Firework_Mine_Red","Mina de fuegos artificiales rojos",0,0.000000,0,1,0.000000,0.100000,0,False
"crWeaponWendigoColossusPoisonVomit","",0,0.000000,0,1,12.000000,3.000000,0,False
"crWeaponWendigoColossusRanged","",0,0.000000,0,1,3.000000,3.000000,0,False
"crWeaponWendigoColossusRadVomit","",25,0.000000,0,1,10.000000,3.000000,0,False
"zzzDynamiteSpear","",0,10.000000,0,1,0.000000,2.000000,40,False
"zzz_SoundmakerGrenade","Señuelo sonoro",0,3.000000,0,1,0.000000,0.500000,15,False
"GaussMinigun","Ametralladora Gauss",50,36.000000,500,1,0.000000,18.000000,150,False
"Gauntlet","Guantelete",0,0.000000,0,1,0.000000,6.000000,130,False
"FlareGrenade","Bengala",0,3.000000,0,1,0.000000,0.100000,15,False
"PlasmaCaster","Lanzaplasma",0,36.000000,20,1,0.500000,18.000000,225,False
"gaussshotgun","Escopeta Gauss",50,22.000000,40,5,0.150000,7.000000,125,False
"DynamiteBundleGrenade","Cartuchos de dinamita",0,3.000000,0,1,0.000000,0.750000,15,False
"zzz_FlashbangGrenade","Granada aturdidora",0,3.000000,0,1,0.000000,0.500000,15,False
"Cattleprod","Pica para ganado",0,0.000000,0,1,0.000000,2.000000,15,False
"RegularBow","Arco",7,17.000000,1,1,0.233300,3.000000,45,False
"DynamiteGrenade","Dinamita",0,3.000000,0,1,0.000000,0.600000,15,False
"crFloaterFlamerFireball","Bola de fuego de flotador lanzallamas",1,0.000000,0,1,1.000000,25.000000,0,False
"crFloaterFreezerBreath","Aliento de flotador congelador",1,0.000000,0,1,8.000000,10.000000,0,False
"crFloaterFlamerBreath","Flotador lanzallamas",1,0.000000,0,1,8.000000,25.000000,0,False
"crFloaterGnasherBite","Mordisco de masticador",1,0.000000,0,1,1.000000,0.000000,0,False
"crUnarmedFloater","Flotador desarmado",1,0.000000,0,1,1.000000,0.000000,0,False
"crFloaterFreezerStare","Mirada de flotador congelador",1,0.000000,0,1,8.000000,10.000000,0,False
"ATX_Firework_Mine_Trails","Fuegos artificiales con rastro",0,0.000000,0,1,0.000000,0.100000,0,False
"Firework_Mine_Green","Mina de fuegos artificiales verdes",0,0.000000,0,1,0.000000,0.100000,0,False
"Firework_Mine_Blue","Mina de fuegos artificiales azules",0,0.000000,0,1,0.000000,0.100000,0,False
"ATX_Firework_Mine_Green","Mina de fuegos artificiales verdes",0,0.000000,0,1,0.000000,0.100000,0,False
"Firework_Mine_Red","Mina de fuegos artificiales rojos",0,0.000000,0,1,0.000000,0.100000,0,False
"zzz_ATX_Weapon_Melee_GardenTrowel","Desplantador de jardín",14,10.000000,0,1,0.000000,2.000000,25,False
"atx_alienprobe","El Invasor",9,10.000000,0,1,0.000000,1.000000,25,False
"zzzATX_BrandingIronRaider","Hierro de marcar de saqueador",23,10.000000,0,1,0.000000,2.000000,40,False
"ATX_Firework_Mine_Crackle","Fuegos artificiales con petardo",0,0.000000,0,1,0.000000,0.100000,0,False
"zzzz_AutoAxeDELETEWHENDONE","",0,8.000000,0,1,1.000000,12.000000,125,False
"zzz_TestGaussShotgunNoCharge","Escopeta Gauss",50,15.000000,8,1,0.500000,7.000000,125,False
"BoneTambo","Tambo huesudo",10,10.000000,0,1,0.000000,0.500000,60,False
"zzz_W05_MQ_003P_Muscle_PollyAssaultronHead02","Cabeza de Asaltrón de Polly",0,10.000000,5,1,0.150000,8.000000,115,False
"zzz_AutoAxe","Hacha automática",8,15.000000,100,1,0.000000,18.000000,150,False
